Component Item Number,Work Ord Number,Acctg Value,Total Issued,F g,Quantity Required,Over Issued,Over Ext $$,Status Flag
0000-0411-0000|01,1056589,,112,C,70,42,6953.4864,C
******,,,,,,,------,
0000-0411-0000|01,,,,,,,6953.4864,
,,,,,,,,
0000-0419-0000|01,1056398,,317,C,288,29,524.0967,C
******,,,,,,,------,
0000-0419-0000|01,,,,,,,524.0967,
,,,,,,,,
0000-0440-0000|01,1054392,0.315,56,C,50,6,1.89,C
******,,,,,,,------,
0000-0440-0000|01,,,,,,,1.89,
,,,,,,,,
0016-0023-0000|01,1054071,,572,C,570,2,0.658,C
******,,,,,,,------,
0016-0023-0000|01,,,,,,,0.658,
,,,,,,,,
0022-0003-0000|01,1056589,0.0278,150,C,140,10,0.278,C
******,,,,,,,------,
0022-0003-0000|01,,,,,,,0.278,
,,,,,,,,
0022-0017-0000|01,1056589,0.0472,226,C,210,16,0.7552,C
0022-0017-0000|01,1056596,0.0472,1078,C,678,400,18.88,C
******,,,,,,,------,
0022-0017-0000|01,,,,,,,19.6352,
,,,,,,,,
0036-0006-0000|01,1054766,3.551,1,C,0,1,3.551,C
******,,,,,,,------,
0036-0006-0000|01,,,,,,,3.551,
,,,,,,,,
0036-0010-0000|01,1054766,3.5,1,C,0,1,3.5,C
******,,,,,,,------,
0036-0010-0000|01,,,,,,,3.5,
,,,,,,,,
0049443000|01,1055329,1.591,311,A,288,23,36.593,A
******,,,,,,,------,
0049443000|01,,,,,,,36.593,
,,,,,,,,
0053736000|01,1057634,3.501,909,A,900,9,31.509,A
******,,,,,,,------,
0053736000|01,,,,,,,31.509,
,,,,,,,,
0055150004|01,1055329,0.0032,1153,A,1152,1,0.0032,A
0055150004|01,1057337,0.0032,4468,A,4464,4,0.0128,A
0055150004|01,1057634,0.0032,3794,A,3600,194,0.6208,A
******,,,,,,,------,
0055150004|01,,,,,,,0.6368,
,,,,,,,,
0055151004|01,1057337,0.0054,1120,A,1116,4,0.0216,A
******,,,,,,,------,
0055151004|01,,,,,,,0.0216,
,,,,,,,,
0055152004|01,1055329,0.0615,867,A,864,3,0.1845,A
0055152004|01,1057634,0.0615,2711,A,2700,11,0.6765,A
******,,,,,,,------,
0055152004|01,,,,,,,0.861,
,,,,,,,,
0055153004|01,1055329,0.0615,580,A,576,4,0.246,A
0055153004|01,1057337,0.0615,2237,A,2232,5,0.3075,A
******,,,,,,,------,
0055153004|01,,,,,,,0.5535,
,,,,,,,,
0055154004|01,1055329,0.0615,866,A,864,2,0.123,A
0055154004|01,1057337,0.0615,3359,A,3348,11,0.6765,A
******,,,,,,,------,
0055154004|01,,,,,,,0.7995,
,,,,,,,,
0055155004|01,1055329,0.0093,867,A,864,3,0.0279,A
******,,,,,,,------,
0055155004|01,,,,,,,0.0279,
,,,,,,,,
0055157004|01,1055329,0.0035,291,A,288,3,0.0105,A
******,,,,,,,------,
0055157004|01,,,,,,,0.0105,
,,,,,,,,
0055158004|01,1055329,0.0615,598,A,576,22,1.353,A
0055158004|01,1057337,0.0615,2236,A,2232,4,0.246,A
******,,,,,,,------,
0055158004|01,,,,,,,1.599,
,,,,,,,,
0055159004|01,1055329,0.0615,289,A,288,1,0.0615,A
0055159004|01,1057337,0.0615,1119,A,1116,3,0.1845,A
******,,,,,,,------,
0055159004|01,,,,,,,0.246,
,,,,,,,,
0055162004|01,1057337,0.127,1125,A,1116,9,1.143,A
******,,,,,,,------,
0055162004|01,,,,,,,1.143,
,,,,,,,,
0055164004|01,1055329,0.125,303,A,288,15,1.875,A
0055164004|01,1057337,0.125,1141,A,1116,25,3.125,A
******,,,,,,,------,
0055164004|01,,,,,,,5,
,,,,,,,,
0055167004|01,1057337,0.143,1133,A,1116,17,2.431,A
******,,,,,,,------,
0055167004|01,,,,,,,2.431,
,,,,,,,,
0055168004|01,1055329,0.354,883,A,864,19,6.726,A
0055168004|01,1057337,0.354,3371,A,3348,23,8.142,A
******,,,,,,,------,
0055168004|01,,,,,,,14.868,
,,,,,,,,
0055169004|01,1055329,0.07,869,A,864,5,0.35,A
0055169004|01,1057337,0.07,3384,A,3348,36,2.52,A
0055169004|01,1057634,0.07,2770,A,2700,70,4.9,A
******,,,,,,,------,
0055169004|01,,,,,,,7.77,
,,,,,,,,
0055170004|01,1055329,4.065,289,A,288,1,4.065,A
0055170004|01,1057337,4.065,1121,A,1116,5,20.325,A
******,,,,,,,------,
0055170004|01,,,,,,,24.39,
,,,,,,,,
0058221004|01,1055329,0.0628,578,A,576,2,0.1256,A
0058221004|01,1057337,0.0628,2265,A,2232,33,2.0724,A
0058221004|01,1057634,0.0628,1833,A,1800,33,2.0724,A
******,,,,,,,------,
0058221004|01,,,,,,,4.2704,
,,,,,,,,
0058222004|01,1055329,0.0615,291,A,288,3,0.1845,A
0058222004|01,1057634,0.0615,901,A,900,1,0.0615,A
******,,,,,,,------,
0058222004|01,,,,,,,0.246,
,,,,,,,,
0058223004|01,1055329,0.0048,290,A,288,2,0.0096,A
0058223004|01,1057337,0.0048,1123,A,1116,7,0.0336,A
******,,,,,,,------,
0058223004|01,,,,,,,0.0432,
,,,,,,,,
0058224004|01,1055329,0.0111,290,A,288,2,0.0222,A
0058224004|01,1057634,0.0111,906,A,900,6,0.0666,A
******,,,,,,,------,
0058224004|01,,,,,,,0.0888,
,,,,,,,,
0058225004|01,1055329,0.123,597,A,576,21,2.583,A
0058225004|01,1057337,0.123,2255,A,2232,23,2.829,A
******,,,,,,,------,
0058225004|01,,,,,,,5.412,
,,,,,,,,
0058226004|01,1055329,0.108,293,A,288,5,0.54,A
0058226004|01,1057337,0.108,1122,A,1116,6,0.648,A
******,,,,,,,------,
0058226004|01,,,,,,,1.188,
,,,,,,,,
0070-0037-0000|01,1056596,0.11,452,C,226,226,24.86,C
******,,,,,,,------,
0070-0037-0000|01,,,,,,,24.86,
,,,,,,,,
0078-0041-0000|01,1056596,7.27,258,C,226,32,232.64,C
******,,,,,,,------,
0078-0041-0000|01,,,,,,,232.64,
,,,,,,,,
0078-0047-0000|01,1056589,0.92,95,C,70,25,23,C
0078-0047-0000|01,1056596,0.92,261,C,226,35,32.2,C
******,,,,,,,------,
0078-0047-0000|01,,,,,,,55.2,
,,,,,,,,
0078-0065-0000|01,1056596,0.0079,226,C,0,226,1.7854,C
******,,,,,,,------,
0078-0065-0000|01,,,,,,,1.7854,
,,,,,,,,
0080-0098-0000|01,1056589,0.0266,9548,C,140,9408,250.2528,C
0080-0098-0000|01,1058555,0.0266,10000,A,748,9252,246.1032,A
******,,,,,,,------,
0080-0098-0000|01,,,,,,,496.356,
,,,,,,,,
0080-0113-0000|01,1056398,0.085,1108,C,288,820,69.7,C
******,,,,,,,------,
0080-0113-0000|01,,,,,,,69.7,
,,,,,,,,
0080-0119-0000|01,1056589,0.0252,9774,C,70,9704,244.5408,C
******,,,,,,,------,
0080-0119-0000|01,,,,,,,244.5408,
,,,,,,,,
01-0007R|01,1053934,0.0024,224,A,216,8,0.0192,A
01-0007R|01,1053958,0.0024,78,C,64,14,0.0336,C
01-0007R|01,1055022,0.0024,1764,C,1680,84,0.2016,C
01-0007R|01,1055075,0.0024,2994,A,2808,186,0.4464,A
01-0007R|01,1055138,0.0024,84,A,80,4,0.0096,A
01-0007R|01,1055139,0.0024,311,A,234,77,0.1848,A
01-0007R|01,1055151,0.0024,462,A,456,6,0.0144,A
01-0007R|01,1055727,0.0024,2850,C,2831,19,0.0456,C
01-0007R|01,1055728,0.0024,9573,A,1938,7635,18.324,A
01-0007R|01,1055731,0.0024,10000,A,384,9616,23.0784,A
01-0007R|01,1055734,0.0024,6761,A,2133,4628,11.1072,A
01-0007R|01,1056546,0.0024,4775,C,3024,1751,4.2024,C
01-0007R|01,1056548,0.0024,5310,C,5304,6,0.0144,C
01-0007R|01,1057602,0.0024,30000,A,22056,7944,19.0656,A
01-0007R|01,1057642,0.0024,383,C,360,23,0.0552,C
01-0007R|01,1057909,0.0024,1003,C,740,263,0.6312,C
01-0007R|01,1057914,0.0024,4400,C,2754,1646,3.9504,C
01-0007R|01,1058117,0.0024,13420,A,11008,2412,5.7888,A
01-0007R|01,1058600,0.0024,10000,A,6834,3166,7.5984,A
01-0007R|01,1058601,0.0024,15586,A,11883,3703,8.8872,A
01-0007R|01,1058790,0.0024,167,A,160,7,0.0168,A
******,,,,,,,------,
01-0007R|01,,,,,,,103.6752,
,,,,,,,,
01-0019R|01,1055139,0.0031,1910,A,117,1793,5.5583,A
******,,,,,,,------,
01-0019R|01,,,,,,,5.5583,
,,,,,,,,
01-0021R|01,1054433,0.0023,690,A,688,2,0.0046,A
01-0021R|01,1055022,0.0023,990,C,960,30,0.069,C
01-0021R|01,1056548,0.0023,1256,C,1248,8,0.0184,C
01-0021R|01,1057914,0.0023,680,C,648,32,0.0736,C
01-0021R|01,1058600,0.0023,1610,A,1608,2,0.0046,A
01-0021R|01,1058601,0.0023,5000,A,2796,2204,5.0692,A
******,,,,,,,------,
01-0021R|01,,,,,,,5.2394,
,,,,,,,,
01-0022R|01,1054434,0.0035,5000,A,40,4960,17.36,A
01-0022R|01,1055075,0.0035,5720,A,5616,104,0.364,A
01-0022R|01,1055100,0.0035,1629,A,1464,165,0.5775,A
******,,,,,,,------,
01-0022R|01,,,,,,,18.3015,
,,,,,,,,
01-0024R|01,1054434,0.0012,5000,A,20,4980,5.976,A
01-0024R|01,1055100,0.0012,1580,A,732,848,1.0176,A
01-0024R|01,1055731,0.0012,3942,A,192,3750,4.5,A
******,,,,,,,------,
01-0024R|01,,,,,,,11.4936,
,,,,,,,,
01-0026R|01,1054433,0.003,345,A,344,1,0.003,A
01-0026R|01,1055022,0.003,513,C,480,33,0.099,C
01-0026R|01,1055720,0.003,3572,C,3570,2,0.006,C
01-0026R|01,1055721,0.003,2677,A,2660,17,0.051,A
01-0026R|01,1055731,0.003,2670,A,192,2478,7.434,A
01-0026R|01,1057917,0.003,955,A,120,835,2.505,A
******,,,,,,,------,
01-0026R|01,,,,,,,10.098,
,,,,,,,,
01-0027R|01,1055727,0.007,304,C,298,6,0.042,C
01-0027R|01,1055728,0.007,1542,A,204,1338,9.366,A
01-0027R|01,1056548,0.007,638,C,624,14,0.098,C
01-0027R|01,1057914,0.007,328,C,324,4,0.028,C
01-0027R|01,1058600,0.007,808,A,804,4,0.028,A
01-0027R|01,1058601,0.007,5000,A,1398,3602,25.214,A
******,,,,,,,------,
01-0027R|01,,,,,,,34.776,
,,,,,,,,
01-0029R|01,1055727,0.003,300,C,298,2,0.006,C
01-0029R|01,1055728,0.003,3197,A,204,2993,8.979,A
01-0029R|01,1057909,0.003,469,C,222,247,0.741,C
01-0029R|01,1057914,0.003,371,C,324,47,0.141,C
01-0029R|01,1058601,0.003,1764,A,1398,366,1.098,A
******,,,,,,,------,
01-0029R|01,,,,,,,10.965,
,,,,,,,,
01-0035R|01,1053934,0.0028,76,A,72,4,0.0112,A
01-0035R|01,1053958,0.0028,27,C,24,3,0.0084,C
01-0035R|01,1054677,0.0028,24,C,20,4,0.0112,C
01-0035R|01,1055139,0.0028,1591,A,39,1552,4.3456,A
01-0035R|01,1055720,0.0028,512,C,510,2,0.0056,C
01-0035R|01,1055721,0.0028,460,A,380,80,0.224,A
01-0035R|01,1055727,0.0028,750,C,745,5,0.014,C
01-0035R|01,1055728,0.0028,3836,A,510,3326,9.3128,A
01-0035R|01,1055731,0.0028,614,A,240,374,1.0472,A
01-0035R|01,1055734,0.0028,716,A,711,5,0.014,A
01-0035R|01,1056546,0.0028,1164,C,1134,30,0.084,C
01-0035R|01,1057602,0.0028,9732,A,8271,1461,4.0908,A
01-0035R|01,1057909,0.0028,584,C,222,362,1.0136,C
01-0035R|01,1057914,0.0028,3051,C,810,2241,6.2748,C
01-0035R|01,1057917,0.0028,1208,A,150,1058,2.9624,A
01-0035R|01,1058600,0.0028,2016,A,2010,6,0.0168,A
01-0035R|01,1058601,0.0028,3773,A,3495,278,0.7784,A
******,,,,,,,------,
01-0035R|01,,,,,,,30.2148,
,,,,,,,,
01-0041R|01,1055727,0.0019,154,C,149,5,0.0095,C
01-0041R|01,1055728,0.0019,4795,A,102,4693,8.9167,A
01-0041R|01,1056548,0.0019,317,C,312,5,0.0095,C
01-0041R|01,1057642,0.0019,58,C,36,22,0.0418,C
01-0041R|01,1057909,0.0019,76,C,74,2,0.0038,C
01-0041R|01,1057914,0.0019,205,C,162,43,0.0817,C
01-0041R|01,1058600,0.0019,409,A,402,7,0.0133,A
01-0041R|01,1058601,0.0019,3188,A,699,2489,4.7291,A
******,,,,,,,------,
01-0041R|01,,,,,,,13.8054,
,,,,,,,,
01-0069R|01,1053934,0.0022,369,A,144,225,0.495,A
01-0069R|01,1054434,0.0022,4427,A,40,4387,9.6514,A
01-0069R|01,1055022,0.0022,504,C,480,24,0.0528,C
01-0069R|01,1055066,0.0022,220,C,214,6,0.0132,C
01-0069R|01,1055100,0.0022,4578,A,1464,3114,6.8508,A
01-0069R|01,1057917,0.0022,422,A,30,392,0.8624,A
******,,,,,,,------,
01-0069R|01,,,,,,,17.9256,
,,,,,,,,
01-0072R|01,1054434,0.0032,1317,A,20,1297,4.1504,A
01-0072R|01,1054677,0.0032,193,C,160,33,0.1056,C
01-0072R|01,1055100,0.0032,2580,A,732,1848,5.9136,A
01-0072R|01,1056071,0.0032,97,A,96,1,0.0032,A
******,,,,,,,------,
01-0072R|01,,,,,,,10.1728,
,,,,,,,,
01-0081R|01,1053934,0.0024,580,A,576,4,0.0096,A
01-0081R|01,1053958,0.0024,45,C,40,5,0.012,C
01-0081R|01,1055022,0.0024,499,C,240,259,0.6216,C
01-0081R|01,1055066,0.0024,507,C,214,293,0.7032,C
01-0081R|01,1055075,0.0024,1724,A,1404,320,0.768,A
01-0081R|01,1055100,0.0024,2141,A,732,1409,3.3816,A
01-0081R|01,1055139,0.0024,48,A,39,9,0.0216,A
01-0081R|01,1055721,0.0024,395,A,380,15,0.036,A
01-0081R|01,1055727,0.0024,150,C,149,1,0.0024,C
01-0081R|01,1055728,0.0024,2523,A,102,2421,5.8104,A
01-0081R|01,1055731,0.0024,2953,A,48,2905,6.972,A
01-0081R|01,1055734,0.0024,1001,A,474,527,1.2648,A
01-0081R|01,1056548,0.0024,318,C,312,6,0.0144,C
01-0081R|01,1057642,0.0024,1602,C,108,1494,3.5856,C
01-0081R|01,1057909,0.0024,214,C,148,66,0.1584,C
01-0081R|01,1057914,0.0024,165,C,162,3,0.0072,C
01-0081R|01,1057917,0.0024,5000,A,30,4970,11.928,A
01-0081R|01,1058117,0.0024,11961,A,11696,265,0.636,A
01-0081R|01,1058600,0.0024,1648,A,402,1246,2.9904,A
01-0081R|01,1058601,0.0024,2484,A,699,1785,4.284,A
01-0081R|01,1058790,0.0024,4966,A,170,4796,11.5104,A
******,,,,,,,------,
01-0081R|01,,,,,,,54.7176,
,,,,,,,,
01-0084R|01,1053934,0.0026,148,A,144,4,0.0104,A
01-0084R|01,1054433,0.0026,1259,A,172,1087,2.8262,A
01-0084R|01,1055022,0.0026,753,C,240,513,1.3338,C
01-0084R|01,1056548,0.0026,318,C,312,6,0.0156,C
01-0084R|01,1057914,0.0026,163,C,162,1,0.0026,C
01-0084R|01,1057917,0.0026,418,A,60,358,0.9308,A
01-0084R|01,1058600,0.0026,412,A,402,10,0.026,A
01-0084R|01,1058601,0.0026,3825,A,699,3126,8.1276,A
******,,,,,,,------,
01-0084R|01,,,,,,,13.273,
,,,,,,,,
01-0087R|01,1057909,0.0019,76,C,74,2,0.0038,C
******,,,,,,,------,
01-0087R|01,,,,,,,0.0038,
,,,,,,,,
01-0089R|01,1054677,0.0017,29,C,20,9,0.0153,C
01-0089R|01,1055075,0.0017,2882,A,2808,74,0.1258,A
01-0089R|01,1056071,0.0017,17,A,12,5,0.0085,A
******,,,,,,,------,
01-0089R|01,,,,,,,0.1496,
,,,,,,,,
01-010-0082|01,1057962,0.0012,643,C,627,16,0.0192,C
01-010-0082|01,1058419,0.0012,4357,A,363,3994,4.7928,A
******,,,,,,,------,
01-010-0082|01,,,,,,,4.812,
,,,,,,,,
01-010-0083|01,1057962,0.0042,233,C,228,5,0.021,C
01-010-0083|01,1058419,0.0042,293,A,132,161,0.6762,A
01-010-0083|01,1058538,0.0042,1667,A,472,1195,5.019,A
******,,,,,,,------,
01-010-0083|01,,,,,,,5.7162,
,,,,,,,,
01-010-0086|01,1057962,0.0559,120,C,114,6,0.3354,C
01-010-0086|01,1058419,0.0559,4040,A,66,3974,222.1466,A
******,,,,,,,------,
01-010-0086|01,,,,,,,222.482,
,,,,,,,,
01-010-0156|01,1058419,0.0026,1390,A,198,1192,3.0992,A
01-010-0156|01,1058538,0.0026,713,A,708,5,0.013,A
******,,,,,,,------,
01-010-0156|01,,,,,,,3.1122,
,,,,,,,,
01-010-0171|01,1056807,0.0525,3185,A,3180,5,0.2625,A
01-010-0171|01,1058237,0.0525,674,A,80,594,31.185,A
******,,,,,,,------,
01-010-0171|01,,,,,,,31.4475,
,,,,,,,,
01-010-0172|01,1056807,0.0033,9542,A,9540,2,0.0066,A
01-010-0172|01,1058237,0.0033,3191,A,240,2951,9.7383,A
******,,,,,,,------,
01-010-0172|01,,,,,,,9.7449,
,,,,,,,,
01-010-0173|01,1058237,0.0018,620,A,40,580,1.044,A
******,,,,,,,------,
01-010-0173|01,,,,,,,1.044,
,,,,,,,,
01-010-0175|01,1058237,0.0019,2448,A,40,2408,4.5752,A
******,,,,,,,------,
01-010-0175|01,,,,,,,4.5752,
,,,,,,,,
01-010-0217|01,1057962,0.0069,120,C,114,6,0.0414,C
01-010-0217|01,1058419,0.0069,4119,A,66,4053,27.9657,A
******,,,,,,,------,
01-010-0217|01,,,,,,,28.0071,
,,,,,,,,
01-010-0218|01,1057962,0.0032,118,C,114,4,0.0128,C
01-010-0218|01,1058419,0.0032,210,A,66,144,0.4608,A
******,,,,,,,------,
01-010-0218|01,,,,,,,0.4736,
,,,,,,,,
01-010-0310|01,1057962,0.0035,62,C,57,5,0.0175,C
01-010-0310|01,1058419,0.0035,4507,A,33,4474,15.659,A
******,,,,,,,------,
01-010-0310|01,,,,,,,15.6765,
,,,,,,,,
01-010-0695|01,1057962,0.2639,69,C,57,12,3.1668,C
01-010-0695|01,1058419,0.2639,1158,A,33,1125,296.8875,A
******,,,,,,,------,
01-010-0695|01,,,,,,,300.0543,
,,,,,,,,
01-010-1006|01,1057962,0.0019,123,C,114,9,0.0171,C
01-010-1006|01,1058419,0.0019,4105,A,66,4039,7.6741,A
******,,,,,,,------,
01-010-1006|01,,,,,,,7.6912,
,,,,,,,,
01-010-1020|01,1058419,0.007,3350,A,132,3218,22.526,A
******,,,,,,,------,
01-010-1020|01,,,,,,,22.526,
,,,,,,,,
01-010-1095|01,1057962,0.0026,122,C,114,8,0.0208,C
01-010-1095|01,1058419,0.0026,4460,A,66,4394,11.4244,A
******,,,,,,,------,
01-010-1095|01,,,,,,,11.4452,
,,,,,,,,
01-010-1437|01,1057962,0.008,65,C,57,8,0.064,C
01-010-1437|01,1058419,0.008,4540,A,33,4507,36.056,A
******,,,,,,,------,
01-010-1437|01,,,,,,,36.12,
,,,,,,,,
01-010-1438|01,1057962,0.117,60,C,57,3,0.351,C
01-010-1438|01,1058419,0.117,290,A,33,257,30.069,A
******,,,,,,,------,
01-010-1438|01,,,,,,,30.42,
,,,,,,,,
01-010-1439|01,1057962,0.0072,63,C,57,6,0.0432,C
01-010-1439|01,1058419,0.0072,4526,A,33,4493,32.3496,A
******,,,,,,,------,
01-010-1439|01,,,,,,,32.3928,
,,,,,,,,
01-010-1834|01,1056807,0.133,1591,A,1590,1,0.133,A
01-010-1834|01,1058237,0.133,159,A,40,119,15.827,A
******,,,,,,,------,
01-010-1834|01,,,,,,,15.96,
,,,,,,,,
01-0109R|01,1054677,0.0022,24,C,20,4,0.0088,C
01-0109R|01,1056071,0.0022,175,A,12,163,0.3586,A
******,,,,,,,------,
01-0109R|01,,,,,,,0.3674,
,,,,,,,,
01-0110R|01,1054677,0.0022,193,C,160,33,0.0726,C
01-0110R|01,1055731,0.0022,1904,A,48,1856,4.0832,A
01-0110R|01,1056071,0.0022,98,A,96,2,0.0044,A
******,,,,,,,------,
01-0110R|01,,,,,,,4.1602,
,,,,,,,,
01-0111R|01,1054677,0.017,192,C,160,32,0.544,C
01-0111R|01,1056071,0.017,102,A,96,6,0.102,A
******,,,,,,,------,
01-0111R|01,,,,,,,0.646,
,,,,,,,,
01-0112R|01,1054677,0.0047,99,C,80,19,0.0893,C
01-0112R|01,1056071,0.0047,50,A,48,2,0.0094,A
******,,,,,,,------,
01-0112R|01,,,,,,,0.0987,
,,,,,,,,
01-0113R|01,1054677,0.017,97,C,80,17,0.289,C
01-0113R|01,1056071,0.017,49,A,48,1,0.017,A
******,,,,,,,------,
01-0113R|01,,,,,,,0.306,
,,,,,,,,
01-0147R|01,1054398,0.0158,2066,C,2064,2,0.0316,C
01-0147R|01,1055066,0.0158,440,C,428,12,0.1896,C
01-0147R|01,1055138,0.0158,24,A,20,4,0.0632,A
01-0147R|01,1055139,0.0158,2485,A,78,2407,38.0306,A
01-0147R|01,1057917,0.0158,216,A,60,156,2.4648,A
01-0147R|01,1058117,0.0158,5000,A,1376,3624,57.2592,A
01-0147R|01,1058790,0.0158,24,A,20,4,0.0632,A
******,,,,,,,------,
01-0147R|01,,,,,,,98.1022,
,,,,,,,,
01-0153R|01,1055721,0.0165,787,A,760,27,0.4455,A
******,,,,,,,------,
01-0153R|01,,,,,,,0.4455,
,,,,,,,,
01-0156R|01,1054433,0.002,347,A,344,3,0.006,A
01-0156R|01,1055022,0.002,508,C,480,28,0.056,C
01-0156R|01,1055727,0.002,301,C,298,3,0.006,C
01-0156R|01,1055728,0.002,1940,A,204,1736,3.472,A
01-0156R|01,1056548,0.002,628,C,624,4,0.008,C
01-0156R|01,1057914,0.002,330,C,324,6,0.012,C
01-0156R|01,1058600,0.002,808,A,804,4,0.008,A
01-0156R|01,1058601,0.002,5000,A,1398,3602,7.204,A
******,,,,,,,------,
01-0156R|01,,,,,,,10.772,
,,,,,,,,
01-0165R|01,1053934,0.0028,304,A,288,16,0.0448,A
01-0165R|01,1053958,0.0028,38,C,32,6,0.0168,C
01-0165R|01,1054433,0.0028,520,A,516,4,0.0112,A
01-0165R|01,1054677,0.0028,195,C,160,35,0.098,C
01-0165R|01,1055022,0.0028,756,C,720,36,0.1008,C
01-0165R|01,1055151,0.0028,119,A,114,5,0.014,A
01-0165R|01,1055727,0.0028,600,C,596,4,0.0112,C
01-0165R|01,1055728,0.0028,1610,A,408,1202,3.3656,A
01-0165R|01,1055734,0.0028,1647,A,474,1173,3.2844,A
01-0165R|01,1056546,0.0028,799,C,756,43,0.1204,C
01-0165R|01,1056548,0.0028,1258,C,1248,10,0.028,C
01-0165R|01,1057602,0.0028,9389,A,5514,3875,10.85,A
01-0165R|01,1057642,0.0028,1363,C,72,1291,3.6148,C
01-0165R|01,1057909,0.0028,76,C,74,2,0.0056,C
01-0165R|01,1057914,0.0028,3488,C,648,2840,7.952,C
01-0165R|01,1058600,0.0028,3687,A,1608,2079,5.8212,A
01-0165R|01,1058601,0.0028,2833,A,2796,37,0.1036,A
******,,,,,,,------,
01-0165R|01,,,,,,,35.4424,
,,,,,,,,
01-0170R|01,1054677,0.0022,26,C,20,6,0.0132,C
01-0170R|01,1056071,0.0022,14,A,12,2,0.0044,A
******,,,,,,,------,
01-0170R|01,,,,,,,0.0176,
,,,,,,,,
01-0174R|01,1057642,0.098,51,C,36,15,1.47,C
******,,,,,,,------,
01-0174R|01,,,,,,,1.47,
,,,,,,,,
01-0185R|01,1054433,0.0023,175,A,172,3,0.0069,A
01-0185R|01,1055022,0.0023,253,C,240,13,0.0299,C
01-0185R|01,1055727,0.0023,151,C,149,2,0.0046,C
01-0185R|01,1055728,0.0023,5000,A,102,4898,11.2654,A
01-0185R|01,1057914,0.0023,451,C,162,289,0.6647,C
01-0185R|01,1058600,0.0023,417,A,402,15,0.0345,A
01-0185R|01,1058601,0.0023,2785,A,699,2086,4.7978,A
******,,,,,,,------,
01-0185R|01,,,,,,,16.8038,
,,,,,,,,
01-0198R|01,1054398,0.033,16515,C,16512,3,0.099,C
01-0198R|01,1058117,0.033,12000,A,11008,992,32.736,A
******,,,,,,,------,
01-0198R|01,,,,,,,32.835,
,,,,,,,,
01-020-0002|01,1056807,0.0336,7959,A,7950,9,0.3024,A
01-020-0002|01,1058237,0.0336,996,A,200,796,26.7456,A
******,,,,,,,------,
01-020-0002|01,,,,,,,27.048,
,,,,,,,,
01-020-0053|01,1057962,0.0271,2431,C,114,2317,62.7907,C
01-020-0053|01,1058419,0.0271,1150,A,66,1084,29.3764,A
******,,,,,,,------,
01-020-0053|01,,,,,,,92.1671,
,,,,,,,,
01-020-0100|01,1057962,0.0062,1090,C,1083,7,0.0434,C
01-020-0100|01,1058419,0.0062,9991,A,627,9364,58.0568,A
******,,,,,,,------,
01-020-0100|01,,,,,,,58.1002,
,,,,,,,,
01-020-0101|01,1057962,0.0096,175,C,171,4,0.0384,C
01-020-0101|01,1058419,0.0096,2368,A,99,2269,21.7824,A
******,,,,,,,------,
01-020-0101|01,,,,,,,21.8208,
,,,,,,,,
01-020-0104|01,1056807,0.0947,1599,A,1590,9,0.8523,A
01-020-0104|01,1058237,0.0947,573,A,40,533,50.4751,A
******,,,,,,,------,
01-020-0104|01,,,,,,,51.3274,
,,,,,,,,
01-020-0122|01,1057962,0.0135,59,C,57,2,0.027,C
01-020-0122|01,1058419,0.0135,3536,A,33,3503,47.2905,A
******,,,,,,,------,
01-020-0122|01,,,,,,,47.3175,
,,,,,,,,
01-020-0240|01,1057962,0.104,136,C,57,79,8.216,C
01-020-0240|01,1058419,0.104,2650,A,33,2617,272.168,A
******,,,,,,,------,
01-020-0240|01,,,,,,,280.384,
,,,,,,,,
01-020-0664|01,1057962,0.0412,175,C,171,4,0.1648,C
01-020-0664|01,1058419,0.0412,3055,A,99,2956,121.7872,A
******,,,,,,,------,
01-020-0664|01,,,,,,,121.952,
,,,,,,,,
01-0206R|01,1055138,0.0035,22,A,20,2,0.007,A
01-0206R|01,1057909,0.0035,459,C,444,15,0.0525,C
******,,,,,,,------,
01-0206R|01,,,,,,,0.0595,
,,,,,,,,
01-0207R|01,1054433,0.01,345,A,344,1,0.01,A
01-0207R|01,1055022,0.01,504,C,480,24,0.24,C
01-0207R|01,1055139,0.01,127,A,39,88,0.88,A
01-0207R|01,1055727,0.01,300,C,298,2,0.02,C
01-0207R|01,1055728,0.01,5000,A,204,4796,47.96,A
01-0207R|01,1057909,0.01,374,C,370,4,0.04,C
01-0207R|01,1057914,0.01,327,C,324,3,0.03,C
01-0207R|01,1058600,0.01,813,A,804,9,0.09,A
01-0207R|01,1058601,0.01,2897,A,1398,1499,14.99,A
******,,,,,,,------,
01-0207R|01,,,,,,,64.26,
,,,,,,,,
01-0208R|01,1055022,0.0035,507,C,480,27,0.0945,C
01-0208R|01,1055727,0.0035,306,C,298,8,0.028,C
01-0208R|01,1055728,0.0035,3195,A,204,2991,10.4685,A
01-0208R|01,1056548,0.0035,628,C,624,4,0.014,C
01-0208R|01,1057914,0.0035,325,C,324,1,0.0035,C
01-0208R|01,1058601,0.0035,2162,A,1398,764,2.674,A
******,,,,,,,------,
01-0208R|01,,,,,,,13.2825,
,,,,,,,,
01-0222R|01,1055727,0.0039,155,C,149,6,0.0234,C
01-0222R|01,1055728,0.0039,4837,A,102,4735,18.4665,A
01-0222R|01,1057642,0.0039,37,C,36,1,0.0039,C
01-0222R|01,1057909,0.0039,79,C,74,5,0.0195,C
01-0222R|01,1057914,0.0039,163,C,162,1,0.0039,C
